,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
193,Mon Dec 25 11:17:30 +0000 2023,1739243971019452637,@gibran_tweet  @prabowogibran02  Belimbing sayur masak nya pake karbit !,0,0,0,0,in,821156687146950657,1739243971019452637,UNapoleonP23,https://twitter.com/UNapoleonP23/status/1739243971019452637
194,Mon Dec 25 11:17:24 +0000 2023,1739243942598910106,@Artemisdelily @700juta @gibran_tweet Gpp nnt bisa pindah ke thailand  kok disana banyak yg sefrekuensi sm km.. disana juga sistemnya dinasti kan(?!),0,0,0,0,in,1128790955270664192,1738868542299377810,Hancaral,https://twitter.com/Hancaral/status/1739243942598910106
195,Mon Dec 25 11:17:22 +0000 2023,1739243934881366357,@GiloMoh @cobeh2022 @MuhiqR @gibran_tweet @bengkeldodo Makanya kalo ngomong sering pertanyaan gak nyambung dengan jawaban,0,0,0,0,in,386561864,1739071218899419558,Zulkadri_D,https://twitter.com/Zulkadri_D/status/1739243934881366357
196,Mon Dec 25 11:17:18 +0000 2023,1739243918246527264,@Gr4sssss @bentangnegeri @gibran Sekandang monyet bahagia wkwkakak https://t.co/2JEsCGP9Yz,0,0,0,0,in,827324098392924160,1738452737879376073,Dimasjoko12,https://twitter.com/Dimasjoko12/status/1739243918246527264
197,Mon Dec 25 11:17:12 +0000 2023,1739243892757897241,@PartaiSocmed ini @gibran_tweet tegas ke paspampres waktu mau minta maaf karna kesalahanya tapi makek masker makanya dibuka maskernya itu jadi ini hoax yoh mas ayo lah ojo nemen nemen bodone tta,0,0,0,0,in,1139561658685116416,1739147687738658864,Sigit_MMXIVMMXI,https://twitter.com/Sigit_MMXIVMMXI/status/1739243892757897241
198,Mon Dec 25 11:17:02 +0000 2023,1739243852446523852,Kompak Banget! Buruh Jepara Puji Prabowo - Gibran! dekade08,0,0,0,0,in,1491405809468973058,1739243852446523852,SintaMlni12,https://twitter.com/SintaMlni12/status/1739243852446523852
199,Mon Dec 25 11:16:56 +0000 2023,1739243824768238055,"Jilat terus Dul si blimbing sayur, biar cair lebih gede.  Samsul @gibran_tweet",0,0,0,0,in,2758945678,1739243824768238055,P_kenjeran,https://twitter.com/P_kenjeran/status/1739243824768238055
200,Mon Dec 25 11:16:53 +0000 2023,1739243813045166514,"@DokterTifa @KRMTRoySuryo1 Dibilangin Sebenarnya Gibran Samsul itu android bukan manusia Bu dokter,itu alat pengacak otak jadi bisa membuat orang yang liat otaknya gesrek menggila efek sampingnya bisa tanpa henti memaki orang yang lebih bahaya hatinya lama2 bisa membusuk efek lanjutannya.",0,0,0,0,in,1150339878560735232,1739154621657186797,Joyoboyoarema2,https://twitter.com/Joyoboyoarema2/status/1739243813045166514
201,Mon Dec 25 11:16:51 +0000 2023,1739243805055017092,@zy_zy_its_me @jokowi @prabowo @gibran_tweet Ijin bertamu 🙏 https://t.co/tr7YkM9wwA,0,0,0,0,in,1100995213848240128,1739130854532956490,insandhaif1704,https://twitter.com/insandhaif1704/status/1739243805055017092
202,Mon Dec 25 11:16:48 +0000 2023,1739243794883817709,"Soal SGIE, Mas Gibran yang paling tahu. Tapi kata Cak Imin, SGIE itu singkatan dari “Sego Goreng Iwak Endog”. Wis bah kono  yang penting Pak Prabowo ngowah ngowoh.  #puisidigital #penyairdigital #perajinkata #agoytama #DebatCawapres #SGIE https://t.co/GOCyDhF42Z",0,0,0,0,in,2360381618,1739243794883817709,agoytamaquotes,https://twitter.com/agoytamaquotes/status/1739243794883817709
203,Mon Dec 25 11:16:47 +0000 2023,1739243790219845997,@_NusantaraLand_ @gibran_tweet @Alie_Fahnoor @BANGSAygSUJUD @AndriDesvi10785 @bengkeldodo @Bank_Joee_ @hartonometroadv @segorosegoro1 @prabowo @prabowogibran2 Dia bukan reprentasi anak muda yg selayaknya berprestasi .. Tapi sebagai tokoh anak muda yg mengajarkan menabrak konstitusi. Menciptaka Sejarah Terburuk di negeri ini yg akan di tiru generasi berikutx.,0,0,0,0,in,1112650356138229760,1738935322434838664,Maknyus_nnn,https://twitter.com/Maknyus_nnn/status/1739243790219845997
204,Mon Dec 25 11:16:44 +0000 2023,1739243777682964492,@PartaiSocmed Apa iya kalian mau pilih orang yg dua kali di kalah kan Jokowi...?yg kwalitasnya di bawah Jokowi .itu namanya kemunduran..harusnya capres itu Gibran terbukti Gibran lebih baik saat debat..gak cuma joged joged boneka Mampang. https://t.co/fbjNG9hQzU,0,0,0,0,in,958188389286625280,1739226693246804158,KataNetizen,https://twitter.com/KataNetizen/status/1739243777682964492
205,Mon Dec 25 11:16:44 +0000 2023,1739243775741084039,"@MuhIqbal252 @DedynurPalakka @gibran_tweet Yah kalau udah sekandang ama Gibran mau apa lagi, ntar pawang kagak kasih makan siang gratis ekakakka https://t.co/tGqCIqeeMf",0,0,0,0,in,827324098392924160,1739125032012718336,Dimasjoko12,https://twitter.com/Dimasjoko12/status/1739243775741084039
206,Mon Dec 25 11:16:43 +0000 2023,1739243771169321192,@zy_zy_its_me @gibran_tweet Iya Ganjar prestasinya ga sebanding dengan Gibran yang pamannya dipecat dari ketua MK karena ga punya moral. Harusnya kalian punya rasa malu kalau ngtwit. Jangan jadi manusia yang sangat jahat dengan bangga pada satu perbuatan yang sangat merusak. Ingat etika harus dijunjung.,0,0,0,0,in,558402914,1739144552567738857,SiahaanSabeth,https://twitter.com/SiahaanSabeth/status/1739243771169321192
207,Mon Dec 25 11:16:42 +0000 2023,1739243769067962761,@DokterTifa Setiap video2 Gibran lewat di tl cuma kukewat2i aja. Harus mengumpulkan kekuatan untuk menahan malu liatnya 😭 Dia yang ngomong aku yg malu 😂,0,0,0,0,in,1422829609385553923,1739237114779492789,murahrizki_,https://twitter.com/murahrizki_/status/1739243769067962761
208,Mon Dec 25 11:16:32 +0000 2023,1739243726235639978,@yaniarsim @jokowi @gibran_tweet Coba jelaskan ini @Kenikir27,0,0,0,0,in,263721978,1739220007324958839,RajaFadhil,https://twitter.com/RajaFadhil/status/1739243726235639978
209,Mon Dec 25 11:16:29 +0000 2023,1739243714227409116,@fauzaniqbalh @wietj4k @jogja_menyapa @gibran_tweet Nggih!,0,0,0,0,in,1604882368007114752,1738830613355053128,CarloLian3,https://twitter.com/CarloLian3/status/1739243714227409116
